169.860000,174.500000,183.940000,237.540000
207.460000,125.060000,223.460000,187.940000
143.620000,108.740000,160.420000,170.820000
95.460000,150.820000,109.700000,210.340000
58.660000,137.060000,73.060000,194.980000
91.780000,114.660000,107.940000,174.500000
59.300000,103.300000,76.260000,161.380000
25.220000,124.420000,41.380000,179.940000
68.580000,98.180000,86.340000,156.420000
100.740000,108.100000,117.060000,167.780000
161.540000,97.060000,177.860000,158.980000
220.740000,106.660000,238.180000,169.860000
163.460000,64.420000,180.580000,125.860000
174.980000,57.700000,192.740000,120.100000
156.420000,48.260000,174.500000,109.860000
169.060000,46.660000,186.660000,108.740000
